"id","n_abnj","n_all"
"358327",0,11
"358328",0,823
"358330",0,14
"358331",0,3
"358333",0,6
"358334",0,9
"358335",0,8
"358337",0,5
"358338",0,5
"358341",0,5
"358342",0,1
"358343",0,12
"358347",0,6
"358348",0,4
"358349",0,3
"358350",0,4
"358353",0,5
"358355",0,4
"358357",0,5
"358358",0,3
"358360",0,7
"358361",0,6
"358362",0,9
"358363",0,1
"358365",0,3
"358366",0,1
"358374",0,6
"358387",0,4
"358402",0,10
"358406",3,16
"358437",0,2
"358438",0,1
"358440",0,1
"358444",0,3
"358461",0,1
"358468",0,1
"358507",1,1
"358514",0,1
"358534",0,6
"358583",0,1
"358591",0,3
"358605",0,8
"358630",14,21
"358643",1,2
"358654",0,8
"358655",0,8
"358660",6,31
"358661",9,20
"358667",0,1
"358673",0,2
"358683",0,1
"358685",0,4
"358693",0,2
"358733",0,1
"358743",0,3
"358744",0,5
"358760",0,4
"358774",0,2
"358788",0,2
"358822",0,3
"358826",0,14
"358835",0,1
"358837",0,1
"358848",0,1
"358866",0,3
"358870",0,5
"358871",0,3
"358882",0,6
"358889",0,3
"358893",1,1
"358900",0,213
"358904",0,2
"358924",0,6
"358928",0,1
"358935",0,1
"358937",0,2
"358943",0,5
"358944",0,2
"358955",0,6
"358983",0,1
"358993",0,1
"358994",0,7
"358995",0,1
"359000",0,39
"359011",0,2
"359012",0,3
"359014",0,38
"359018",0,5
"359021",6,6
"359039",0,1
"359042",0,1
"359093",0,3
"359143",0,7
"359144",0,1
"359145",0,1
"359146",0,1
"359148",0,1
"359154",0,3
"359157",0,8
"359158",0,3
"359184",0,7
"359195",0,3
"359196",0,16
"359210",0,7
"359211",0,1
"359212",0,1
"359214",0,3
"359244",0,6
"359245",0,9
"359256",0,1
"359257",0,1
"359258",0,1
"359262",0,1
"359266",0,1
"359267",0,6
"359268",0,6
"359278",0,1
"359286",0,1
"359325",0,2
"359326",0,6
"359335",0,1
"359336",0,3
"359353",0,1
"359373",0,1
"359375",0,5
"359388",0,2
"359395",0,1
"359399",0,1
"359405",1,4
"359411",0,6
"359414",0,4
"359457",0,2
"359458",0,1
"359463",0,1
"359464",0,1
"359477",0,6
"359484",0,1
"359490",0,1
"359574",2,4
"359604",0,3
"359665",2,2
"359666",0,4
"359667",0,2
"359668",0,1
"359669",0,1
"359672",0,3
"359674",0,2
"359679",0,2
"359680",0,2
"359681",0,9
"359687",0,6
"359692",0,1
"359697",0,2
"359703",0,12
"359704",0,1
"359714",0,1
"359715",0,1
"359721",0,7
"359722",0,6
"359723",0,6
"359730",0,21
"359743",8,612
"359744",5,801
"359749",1,3
"359754",0,3
"359757",0,5
"359760",0,9
"359764",0,1
"359766",1,1
"359767",2,8
"359784",27,65
"359815",0,3
"359829",0,1
"359832",0,18
"359833",0,6
"359834",0,4
"359835",0,18
"359836",0,6
"359837",0,1
"359839",1,1
"359841",0,1
"359842",0,3
"359844",34,34
"359845",1,1
"359846",6,17
"359850",0,6
"359853",0,2
"359855",2,54
"359857",12,15
"359864",1,3
"359866",0,4
"359869",1,5
"359871",0,2
"359873",0,1
"359874",2,8
"359876",0,6
"359877",1,6
"359879",63,228
"359880",0,2
"359884",1,2
"359893",0,12
"359894",0,2
"359896",0,1
"359905",0,3
"359908",0,1
"359910",0,7
"359911",0,7
"359912",0,8
"359913",0,7
"359914",0,7
"359915",0,21
"359918",0,3
"359931",0,6
"360003",0,6
"360046",6,6
"360047",48,174
"360049",0,2
"360051",0,2043
"360052",0,113
"360060",0,3
"360063",0,5
"360085",0,3
"360086",0,1
"360102",0,3
"360117",0,2
"360157",0,12
"360161",0,2
"360172",0,5
"360176",1,8
"360177",0,5
"360196",0,1
"360200",0,1
"360204",0,1
"360237",0,1
"360239",0,12
"360245",0,1
"360246",0,10
"360247",0,2
"360248",0,2
"360249",2,33
"360252",0,2
"360253",1,7
"360254",0,9
"360265",0,1
"360268",0,2
"360276",0,1
"360292",0,2
"360298",0,1
"360299",0,3
"360302",9,12
"360310",0,2
"360311",0,4
"360336",0,1
"360337",0,1
"360340",0,3
"360350",1,1
"360352",0,168
"360357",1,6
"360359",0,1
"360364",0,1
"360365",0,2
"360366",0,6
"360367",0,9
"360371",3,3
"360375",0,7
"360378",0,2
"360380",0,11
"360381",0,3
"360383",0,3
"360385",0,3
"360386",0,2
"360424",0,1
"360437",0,1
"360445",22,56
"360460",0,1
"360477",0,1
"360480",0,2
"360481",0,5
"360482",0,11
"360484",0,18
"360485",0,12
"360489",0,4
"360490",0,4
"360491",0,3
"360492",0,24
"360494",0,5
"360495",15,24
"360504",0,3
"360514",0,11
"360542",13,52
"360543",0,2
"360544",3,63
"360547",1,1
"360589",0,3
"360590",0,4
"360604",0,6
"360606",0,1
"360608",0,2
"360609",0,2
"360613",0,1
"360614",0,3
"360615",0,1
"360631",0,5
"360634",0,6
"360662",0,30
"360669",0,8
"360670",0,7
"360671",0,4
"360672",0,11
"360673",0,6
"360674",0,17
"360685",0,1
"360701",0,1
"360702",0,1
"360714",0,3
"360715",0,2
"360721",0,2
"360743",0,3
"360753",0,8
"360756",0,2
"360757",0,6
"360758",0,6
"360759",0,1
"360760",0,1
"360763",0,2
"360767",0,1
"360768",1,29
"360770",0,2
"360772",0,3
"360774",5,6
"360803",0,2
"360804",0,2
"360806",0,2
"360822",0,4
"360823",0,1
"360830",2,4
"360837",0,1
"360840",0,3
"360841",0,3
"360842",0,2
"360845",0,7
"360846",0,141
"360859",0,9
"360864",0,1
"360865",0,5
"360900",0,4
"360901",0,4
"360947",1,1
"360952",0,4
"360956",0,5
"360969",0,1
"360975",0,3
"360985",0,4
"360986",0,1
"360989",0,4
"360990",0,3
"360991",0,3
"360992",0,3
"360994",0,3
"360995",0,3
"361003",1,5
"361005",0,5
"361044",0,6
"361053",0,2
"361054",0,2
"361055",0,3
"361056",0,3
"361057",0,3
"361058",0,3
"361059",0,1
"361073",0,1
"361079",0,2
"361089",0,18
"361106",0,2
"361108",0,2
"361110",0,2
"361111",0,2
"361119",0,1
"361123",0,5
"361127",2,2
"361132",1,1
"361138",0,4
"361139",0,3
"361141",0,41
"361147",0,1
"361153",0,3
"361158",0,4
"361166",0,1
"361167",0,1
"361168",0,1
"361176",0,5
"361177",0,2
"361178",0,5
"361179",0,5
"361186",0,4
"361193",0,4
"361194",0,6
"361195",0,6
"361196",0,6
"361201",0,3
"361202",0,3
"361210",10,13
"361212",13,13
"361213",5,5
"361214",5,5
"361215",10,10
"361216",10,10
"361217",0,3
"361218",0,5
"361220",0,4
"361221",0,2
"361222",0,6
"361225",0,16
"361239",0,3
"361251",0,4
"361252",0,1
"361253",0,7
"361259",1490,3860
"361260",13,109
"361277",8,9
"361282",0,3
"361285",0,3
"361287",0,1
"361290",0,2
"361293",0,1
"361295",1,1
"361296",0,4
"361297",0,2
"361312",0,4
"361317",0,2
"361320",0,3
"361321",0,2
"361322",0,4
"361340",0,1
"361341",0,2
"361361",0,3
"361363",1,4
"361364",0,1
"361365",0,2
"361366",0,2
"361384",0,2
"361386",2,2
"361387",0,5
"361397",0,6
"361402",0,4
"361410",0,7
"361411",0,5
"361431",0,4
"361433",0,2
"361437",0,1
"361438",0,4
"361439",0,2
"361440",0,6
"361451",0,3
"361453",5,5
"361455",0,5
"361459",0,1
"361460",0,9
"361461",0,2
"361465",0,3
"361466",0,3
"361469",0,6
"361470",0,5
"361473",0,2
"361474",0,2
"361475",0,3
"361476",0,3
"361477",0,1
"361492",0,5
"361493",0,6
"361494",0,6
"361512",1,5
"361514",42,139
"361515",21,49
"361516",0,2
"361522",0,2
"361524",0,5
"361543",0,3
"361549",0,21
"361550",0,2
"361551",0,18
"361552",2,8
"361553",1,13
"361554",2,23
"361555",0,14
"361556",0,28
"361558",0,1
"361564",12,12
"361576",101,355
"361578",0,2
"361579",0,4
"361581",0,3
"361583",0,1
"361585",0,6
"361586",6,10
"361587",6,8
"361588",8,16
"361590",10,44
"361594",0,4
"361595",1,7
"361596",2,16
"361597",6,9
"361598",0,7
"361602",0,3
"361613",0,1
"361615",0,3
"361616",0,5
"361619",0,3
"361620",0,3
"361621",0,1
"361639",0,1
"361640",0,3
"361660",0,3
"361662",0,64
"361663",0,8
"361667",0,3
"361668",0,4
"361678",0,4
"361679",0,1
"361687",0,6
"361688",3,4
"361689",3,19
"361690",2,17
"361691",0,8
"361698",0,5
"361699",0,3
"361704",0,2
"361707",0,2
"361712",0,11
"361725",0,4
"361735",0,2
"361736",0,4
"361739",3,3
"361747",0,2
"361749",1,1
"361750",1,1
"361758",0,3
"361759",0,3
"361765",1,1
"361779",0,1
"361796",0,4
"361797",0,1
"361798",0,5
"361803",0,2
"361805",0,2
"361806",0,3
"361807",0,3
"361810",0,9
"361835",0,1
"361845",0,4
"361856",0,6
"361864",0,3
"361868",0,4
"361875",0,53
"361876",0,1
"361892",0,3
"361894",0,1
"361907",0,1
"361908",0,1
"361910",0,4
"361916",0,4
"361926",0,1
"361927",0,5
"361928",0,2
"361929",0,3
"361930",0,3
"361932",0,2
"361933",0,1
"361934",0,1
"361946",0,1
"361948",0,1
"361949",0,12
"361954",0,11
"361958",0,4
"361959",0,1
"361960",0,1
"361961",0,1
"361962",0,9
"361963",0,1
"361968",0,2
"361971",0,10
"361977",0,7
"361985",0,2
"361986",0,2
"361987",0,2
"361988",0,2
"361989",0,3
"361997",0,1
"361998",0,1
"361999",0,1
"362000",0,4
"362001",0,4
"362002",0,2
"362003",0,2
"362004",0,1
"362008",0,1
"362013",0,1
"362014",0,3
"362015",0,3
"362016",0,3
"362017",0,3
"362018",0,3
"362019",0,3
"362020",0,4
"362021",0,3
"362022",0,3
"362023",0,3
"362024",0,3
"362025",0,3
"362026",0,1
"362027",0,3
"362028",0,3
"362029",0,3
"362030",0,3
"362031",0,3
"362033",0,3
"362034",0,3
"362035",0,2
"362036",0,3
"362037",0,3
"362038",0,2
"362039",0,5
"362040",0,3
"362041",0,3
"362042",0,3
"362043",0,3
"362044",0,3
"362050",1,1
"362051",69,101
"362059",0,1
"362082",0,1
"362083",0,30
"362084",0,1
"362085",2,2
"362086",2,2
"362090",2,2
"362091",0,1
"362099",0,7
"362100",0,7
"362103",0,8
"362105",0,4
"362112",0,1
"362113",0,3
"362114",0,1
"362115",0,3
"362116",0,1
"362117",0,3
"362120",0,1
"362136",0,3
"362148",2,2
"362150",0,3
"362151",0,3
"362153",0,1
"362157",2,2
"362158",0,1
"362160",0,1
"362161",0,6
"362162",0,5
"362163",0,2
"362172",0,6
"362186",0,1
"362191",9,9
"362192",2,2
"362193",0,7
"362194",0,7
"362197",0,4
"362198",0,4
"362199",3,3
"362200",2,2
"362206",0,1
"362232",0,28
"362233",0,7
"362234",0,20
"362243",0,24
"362248",0,3
"362249",0,1
"362250",0,3
"362252",0,3
"362254",0,3
"362256",0,3
"362258",0,3
"362259",0,3
"362264",3,3
"362272",0,1
"362274",0,13
"362281",0,7
"362282",0,3
"362283",0,4
"362285",1,2
"362299",0,1
"362300",1,1
"362301",5,5
"362302",3,3
"362303",1,1
"362304",3,3
"362310",0,3
"362317",2,11
"362318",0,1
"362319",0,2
"362320",0,2
"362332",6,6
"362333",0,4
"362334",1,1
"362335",0,1
"362336",1,1
"362353",0,5
"362356",0,6
"362372",0,3
"362375",0,3
"362385",20,20
"362388",0,2
"362389",0,3
"362390",0,3
"362391",0,2
"362395",0,3
"362396",0,3
"362397",0,3
"362398",0,3
"362399",0,2
"362405",0,2
"362410",0,1
"362411",0,6
"362429",0,1
"362453",0,3
"362454",0,3
"362457",8,28
"362503",0,4
"362508",0,1
"362510",0,1
"362512",0,1
"362513",0,5
"362523",0,6
"362526",0,1
"362527",0,1
"362529",0,1
"362532",0,1
"362545",0,4
"362562",0,50
"362565",1,1
"362569",0,3
"362571",2,81
"362574",0,45
"362578",0,3
"362579",0,8
"362580",0,3
"362581",0,61
"362588",0,1
"362590",0,1
"362607",0,2
"362608",0,20
"362609",0,6
"362617",0,1
"362623",1,1
"362625",1,3
"362631",3,3
"362662",0,1
"362676",1,1
"362678",0,1
"362685",1,1
"362690",0,2
"362719",0,13
"363905",3063,4654
"363928",0,1
"363965",0,20
"364099",0,4
"364127",0,4
"364138",1,42
"364144",0,3
"364229",0,2
"364230",0,1
"364249",0,1
"364294",0,1
"364457",0,1
"364482",0,3
"364537",0,1
"364541",0,56
"364545",0,1
"364549",0,1
"364551",0,10
"364553",0,1
"364557",0,1
"364561",0,3
"364563",0,14
"364565",0,3
"364570",0,28
"364571",0,5
"364573",0,149
"364578",0,16
"364579",0,12
"364583",0,10
"364585",0,1
"364616",0,1
"364629",0,1
"364866",0,3
"364930",0,1
"365009",0,5
"365595",0,12
"365663",0,19
"365664",0,8
"365665",0,124
"365795",0,1
"365796",0,1
"365799",0,2
"365882",0,3
"366006",0,3
"366007",0,4
"366051",0,2
"366085",0,1
"366106",0,110
"366109",0,2
"366111",0,20
"366113",0,4
"366115",0,7
"366119",0,2
"366120",0,18
"366121",0,23
"366122",0,1
"366123",0,1
"366124",0,3
"366125",0,5
"366126",0,5
"366128",0,1
"366129",0,12
"366130",0,2
"366134",0,3
"366139",0,1
"366142",0,18
"366143",0,22
"366144",0,5
"366145",0,12
"366146",0,2
"366149",0,7
"366151",0,2
"366152",0,3
"366154",0,49
"366157",0,3
"366161",0,2
"366165",0,1
"366168",0,6
"366169",0,2
"366243",0,6003
"366245",1,485
"366246",0,555
"366247",1,1
"366251",0,2
"366253",0,1
"366255",0,1
"366257",0,25
"366258",0,52
"366259",0,2
"366260",0,2
"366262",0,6
"366266",0,3
"366269",0,8
"366270",0,228
"366272",0,2
"366274",0,1
"366293",0,5
"366300",0,3
"366302",0,1
"366304",0,1
"366310",0,87
"366314",4,55
"366315",0,1
"366316",0,13
"366317",0,171
"366318",0,91
"366320",0,29
"366321",0,31
"366322",0,65
"366324",0,10
"366325",0,99
"366327",0,5
"366330",0,1
"366333",0,1
"366334",0,7
"366335",0,1
"366337",0,1
"366357",1,36
"366361",0,6
"366400",0,6
"366406",0,24
"366407",0,24
"366423",0,34
"366445",0,20
"366447",0,30
"366448",0,9
"366449",0,9
"366451",0,1
"366462",0,5
"366463",0,56
"366467",0,1
"366468",0,8
"366469",0,2
"366472",0,18
"366473",0,174
"366477",0,48
"366478",0,9
"366479",0,8
"366481",0,5
"366482",0,21
"366483",0,1
"366484",0,14
"366485",0,16
"366487",0,2
"366488",0,1
"366489",0,2
"366492",0,32
"366493",1,80
"366494",0,94
"366495",0,15
"366497",0,13
"366499",0,65
"366501",0,112
"366502",0,6
"366503",0,6
"366504",0,2
"366505",0,16
"366506",0,26
"366507",1,58
"366508",0,10
"366515",0,3
"366516",0,7
"366518",0,4
"366520",0,14
"366521",0,156
"366522",0,10
"366527",0,47
"366528",0,5
"366529",0,21
"366531",0,14
"366534",0,2
"366536",0,21
"366537",0,45
"366539",0,7
"366540",0,10
"366541",0,35
"366542",0,22
"366543",0,1
"366544",0,30
"366545",0,18
"366546",0,8
"366547",0,9
"366548",0,38
"366549",0,13
"366550",1,34
"366551",0,5
"366552",0,13
"366553",0,5
"366554",0,38
"366557",0,1
"366559",0,1
"366560",0,7
"366563",0,3
"366564",0,3
"366568",0,2
"366570",0,2
"366572",0,2
"366574",0,3
"366576",0,1
"366580",1,1
"366584",0,6
"366587",0,2
"366588",0,46
"366590",0,197
"366591",0,18
"366592",0,1286
"366594",0,3
"366600",0,2
"366601",3,3
"366603",0,1
"366604",0,3
"366608",0,2
"366615",0,12
"366617",0,13085
"366619",0,3246
"366620",0,43
"366628",0,66
"366629",0,14
"366630",0,39
"366631",0,15
"366632",0,7
"366634",0,21
"366635",0,13
"366636",0,3
"366640",0,11
"366644",0,6
"366645",0,9
"366647",0,25
"366649",0,1
"366654",0,1
"366655",0,29
"366657",0,136
"366658",0,3
"366660",0,5
"366661",0,71
"366662",0,95
"366663",0,66
"366664",0,2
"366665",0,68
"366667",0,128
"366668",0,2
"366669",0,1
"366670",0,24
"366672",0,6
"366673",0,15
"366674",0,111
"366675",0,41
"366676",0,50
"366679",0,27
"366680",0,15
"366683",0,2
"366686",0,82
"366687",0,15
"366689",1,7
"366691",0,9
"366693",0,10
"366694",0,58
"366695",0,5
"366697",0,4
"366698",0,20
"366699",0,261
"366700",0,2
"366703",0,1
"366704",0,145
"366708",0,3
"366709",0,2
"366710",0,12
"366711",0,6
"366712",0,55
"366714",0,26
"366716",0,2
"366717",0,3
"366719",0,14
"366724",0,79
"366727",0,2
"366728",0,23
"366729",0,5
"366731",0,7
"366735",0,1
"366739",0,1
"366740",0,1
"366741",0,81
"366742",0,344
"366744",0,1
"366745",0,122
"366746",0,3
"366750",0,1
"366751",0,4265
"366752",0,2
"366753",0,20
"366756",0,4
"366758",0,56
"366761",0,3
"366764",0,1
"366767",0,163
"366770",0,285
"366771",0,8
"366772",0,6571
"366773",0,1868
"366775",0,755
"366777",0,1522
"366782",0,15
"366786",0,25
"366787",0,14
"366789",0,12
"366791",0,48
"366792",0,3
"366797",0,1
"366798",0,10
"366800",0,78
"366801",0,7
"366802",0,13
"366803",0,20
"366808",0,16
"366814",0,7
"366815",0,8
"366817",0,7
"366818",0,191
"366819",0,2
"366820",0,5
"366821",0,33
"366822",0,11
"366823",0,1
"366826",0,3
"366827",0,1
"366829",0,1
"366831",0,1812
"366835",0,289
"366837",0,4
"366843",0,445
"366844",0,35
"366846",0,12
"366847",0,4782
"366848",0,1216
"366852",0,54
"366854",0,13
"366856",0,49
"366857",0,78
"366861",0,62
"366862",0,1003
"366863",0,24
"366865",0,27
"366869",0,32
"366871",0,3
"366878",0,4
"366879",0,41
"366880",0,57
"366881",1,1
"366882",0,7
"366883",0,1
"366887",0,48
"366890",0,149
"366891",0,7
"366892",0,37
"366893",0,1
"366894",0,1
"366896",0,7
"366900",0,2
"366901",0,34
"366904",0,31
"366906",0,5
"366907",0,9
"366908",0,7
"366909",0,10
"366911",0,7
"366913",0,1
"366914",0,4
"366916",0,14
"366917",0,1
"366918",0,22
"366922",0,20
"366923",0,5
"366924",0,12
"366925",0,1
"366926",0,1
"366927",0,4
"366929",0,2
"366930",0,46
"366931",0,135
"366932",0,6
"366933",0,6
"366934",0,9
"366935",0,203
"366938",0,14
"366940",0,171
"366941",0,23
"366942",0,27
"366943",0,10
"366944",0,2
"366945",0,33
"366946",0,7
"366948",0,22
"366951",0,18
"366952",0,19
"366953",0,2
"366956",0,2
"366957",0,2
"366958",0,26
"366960",0,18
"366963",0,11
"366965",0,4
"367021",0,1
"367044",0,13
"367045",0,17
"367049",0,1
"367050",0,30
"367051",0,6
"367052",0,14
"367055",0,4
"367056",0,3
"367057",0,11
"367066",0,1
"367124",0,2
"367185",1,1
"367186",18,18
"367192",0,20
"367193",3,3
"367194",0,8
"367197",6,15603
"367198",0,61
"367200",0,65
"367205",0,5
"367207",0,26
"367209",0,36
"367210",0,13182
"367211",0,118
"367230",0,14
"367235",0,127
"367239",2,91471
"367240",0,60
"367241",0,40
"367242",0,201
"367251",0,34
"367253",0,22
"367254",0,4
"367255",0,1
"367257",0,3
"367259",0,4
"367260",0,44
"367262",0,28
"367264",0,37
"367265",0,4
"367270",0,16
"367272",0,13
"367275",0,459
"367277",0,62
"367285",0,17510
"367286",0,68
"367287",0,32
"367288",0,156
"367289",1,94
"367291",8,843
"367293",0,2
"367295",1,128
"367297",0,20
"367318",23,90
"367325",5,7
"367329",4,20
"367332",20,329
"367373",2,442
"367374",0,6
"367375",0,2
"367384",24,67
"367388",0,24
"367391",1,1
"367392",0,1
"367393",1,1
"367399",0,3
"367403",0,15
"367404",0,1
"367406",1,3
"367408",0,2
"367410",0,54
"367412",1,58
"367418",0,1
"367423",0,1
"367427",0,22
"367430",0,28
"367431",0,32
"367432",0,25
"367433",0,1
"367435",0,13
"367436",0,1
"367437",0,51
"367438",0,74
"367439",0,13
"367440",0,226
"367441",0,86
"367442",0,9
"367443",0,33
"367445",0,56
"367446",0,114
"367448",0,274
"367449",0,145
"367450",0,28
"367451",0,8
"367453",0,81
"367454",0,3
"367455",0,12
"367456",0,28
"367457",0,82
"367459",0,12
"367460",0,3
"367462",0,6
"367463",0,5
"367464",0,1
"367465",0,20
"367466",1,3
"367468",0,6
"367469",0,4
"367470",0,13
"367472",0,30
"367473",1,5
"367474",0,2
"367475",0,38
"367479",0,6
"367480",0,32
"367482",0,2
"367483",0,4
"367485",0,7
"367486",0,5
"367487",0,1
"367488",0,16
"367489",0,17
"367490",0,1
"367491",0,4
"367492",0,95
"367494",0,3
"367498",0,4
"367499",0,71
"367500",0,3
"367501",0,5
"367502",0,1
"367503",0,10
"367505",0,2
"367506",0,10
"367508",0,29
"367511",0,3
"367514",0,24
"367516",0,6
"367517",0,1
"367522",0,41
"367523",0,3
"367525",0,2
"367526",0,82
"367527",0,20
"367528",0,6213
"367530",0,11
"367533",0,4
"367534",0,68
"367535",0,13
"367536",0,996
"367538",0,1
"367543",0,1
"367546",0,1
"367566",0,8
"367567",0,5
"367569",0,18
"367570",0,48
"367571",0,34
"367572",0,2
"367573",0,1
"367577",0,3
"367578",0,9
"367579",0,378
"367580",0,1
"367581",0,274
"367582",0,171
"367583",0,77
"367584",0,6
"367585",0,257
"367589",0,1
"367590",0,1
"367591",0,4
"367592",0,123
"367593",0,18
"367596",0,67
"367597",0,2
"367599",0,3
"367606",0,15
"367620",0,1
"367621",0,1
"367622",0,1
"367623",0,5
"367625",0,10
"367626",0,8
"367628",10,12
"367629",0,16
"367630",0,43
"367632",0,39
"367633",0,58
"367639",0,391
"367640",0,1
"367641",0,1
"367644",0,9
"367645",1,10
"367655",0,1
"367657",0,3
"367658",0,7
"367661",0,25
"367662",0,34
"367663",0,114
"367664",0,3
"367668",0,2
"367669",0,6
"367670",0,14
"367672",0,5
"367678",0,1
"367679",0,3
"367680",0,7
"367683",0,9
"367687",0,9
"367689",0,17
"367690",0,9
"367696",0,3
"367735",3,17
"367741",0,21
"367748",5,5
"367749",0,1
"367754",0,2
"367757",0,23
"367758",0,50
"367763",0,10
"367772",0,95
"367773",0,20
"367776",0,26
"367778",0,14
"367781",0,205
"367795",0,4
"367796",0,3
"367797",0,1
"367798",0,5
"367804",0,2
"367807",0,2
"367809",0,1
"367810",0,2
"367816",0,67
"367819",0,245
"367820",0,103
"367822",0,203
"367829",0,21
"367836",0,4
"367837",0,185
"367846",0,176
"367847",0,72
"367848",0,68
"367850",0,751
"367851",0,3
"367853",0,114
"367856",0,29
"367864",0,1
"367868",0,256
"367877",1,175
"367883",0,41
"367886",1,2
"367891",0,1
"367899",0,20
"367922",0,3
"367923",0,3
"367924",0,4
"367929",0,6
"367945",0,7
"367951",3,546
"367953",0,1
"367955",1,55
"367957",0,236
"367962",0,102
"367963",0,5
"367964",1,115
"367966",5,57
"367969",0,1
"367975",0,57
"367978",0,181
"367980",0,5
"367982",0,114
"367985",0,17
"367990",0,4
"367991",8,8
"367994",0,2
"367997",0,3
"368000",0,3
"368003",0,1
"368004",0,1
"368010",3,7
"368012",6,7
"368014",0,3
"368016",1,5
"368018",0,7
"368020",0,9
"368021",0,5
"368022",0,13
"368023",0,54
"368024",0,6
"368025",0,65
"368026",0,19
"368032",3,3
"368033",3,78
"368034",0,2
"368035",0,14
"368036",7,7
"368037",0,10
"368038",0,40
"368039",0,9
"368040",17,45
"368041",0,3
"368043",1,123
"368044",0,11
"368045",0,27
"368046",3,3
"368047",0,2
"368048",0,2
"368050",1,127
"368051",0,4
"368052",0,4
"368053",0,3
"368054",2,12
"368055",0,4
"368056",15,17
"368057",0,24
"368058",1,28
"368059",1,88
"368060",2,4
"368061",0,2
"368062",0,118
"368063",7,7
"368064",0,108
"368065",1,1
"368068",0,35
"368069",8,163
"368070",4,70
"368071",0,5
"368072",0,92
"368073",1,83
"368074",0,2
"368075",1,39
"368076",1,63
"368077",0,54
"368078",0,60
"368079",0,6
"368080",0,8
"368081",0,4
"368082",0,57
"368083",1,62
"368084",0,17
"368085",0,1
"368087",0,1
"368089",0,1
"368091",6,7
"368093",0,1
"368094",0,1
"368106",0,3
"368107",0,34
"368108",0,120
"368109",0,6
"368111",0,2
"368113",0,4
"368114",0,1067
"368115",0,7
"368116",0,14
"368118",0,8
"368119",0,15
"368128",25,103
"368129",10,80
"368131",0,12
"368133",0,7
"368134",0,9
"368135",0,2
"368138",0,7
"368139",0,4
"368140",0,22
"368141",1,4
"368146",0,3
"368147",0,6
"368150",0,1
"368157",0,5
"368159",0,76
"368161",0,1
"368167",0,1
"368170",0,3
"368178",0,1
"368179",0,36
"368180",0,38
"368186",0,86
"368191",0,31
"368192",0,4
"368196",0,1
"368198",0,28
"368199",0,6
"368200",0,84
"368201",0,2
"368205",0,3
"368206",0,6
"368207",0,5
"368208",0,7
"368210",0,9
"368211",0,4
"368212",0,3
"368214",0,13
"368215",0,14
"368217",0,1
"368220",0,6
"368221",0,1
"368222",0,7
"368223",0,1
"368224",0,39
"368229",0,113
"368230",0,1
"368231",0,1
"368232",0,13
"368233",0,25
"368237",0,14
"368238",0,12
"368240",0,3
"368244",0,2
"368245",0,10
"368247",0,12
"368248",0,4
"368249",0,4
"368250",0,23
"368252",0,2
"368256",0,2
"368257",0,51
"368258",0,3
"368265",0,29
"368266",0,16
"368270",0,2
"368274",0,49
"368275",0,72
"368276",0,12
"368277",0,5
"368278",0,3
"368281",0,1
"368283",0,4
"368284",0,1
"368285",0,178
"368289",0,1
"368290",1,45
"368291",0,45
"368292",0,1
"368294",0,60
"368296",0,17
"368299",12,249
"368300",0,72
"368301",0,3
"368303",0,59
"368304",0,9
"368305",0,2
"368306",0,3
"368311",0,2
"368315",1,5
"368317",1,1
"368318",0,50
"368322",0,16
"368323",0,4
"368324",2,6
"368327",1,1
"368332",2,2
"368342",0,6
"368343",0,11
"368344",0,23
"368345",0,14
"368346",0,278
"368351",0,7
"368352",0,1
"368353",0,4
"368354",0,4
"368356",0,11
"368358",0,32
"368360",0,2
"368384",0,3
"368385",0,32
"368387",0,56
"368388",0,18
"368394",0,1
"368395",0,4
"368396",0,10
"368397",0,17
"368398",0,6
"368399",0,11
"368401",0,1
"368402",0,1
"368403",0,2
"368404",0,2
"368414",0,11
"368415",0,1
"368416",0,11
"368417",0,14
"368418",0,18
"368419",0,63
"368422",1,9
"368424",0,22
"368428",0,37
"368430",0,6
"368434",0,2
"368435",0,31
"368437",6,13
"368459",0,19
"368460",0,91
"368466",0,47
"368472",0,8
"368475",0,95
"368478",0,772
"368494",2,11
"368502",0,5
"368504",0,5
"368506",0,44
"368507",0,2
"368510",0,17
"368511",0,7
"368513",0,2
"368515",0,6
"368516",0,7
"368527",0,5
"368529",0,4
"368530",0,1
"368534",0,6
"368558",1,12865
"368559",0,11582
"368572",0,2
"368610",0,10
"368612",0,1
"368614",0,1
"368622",0,2
"368653",0,3
"368654",0,8
"368655",0,25
"368656",0,62
"368657",0,1
"368658",0,2
"368787",0,8
"368788",0,28
"368790",0,11
"368792",0,8
"368793",0,8
"368794",0,7
"368795",0,1
"368796",0,25
"368797",0,14
"368798",0,4
"368799",0,51
"368801",0,26
"368804",0,3
"368805",0,2
"368806",0,1
"368807",0,4
"368808",0,15
"368810",0,12
"368812",0,3
"368813",0,1
"368814",0,4
"368816",0,1
"368818",0,2
"368822",0,2
"368824",0,7
"368826",0,4
"368828",0,1
"368830",0,32
"368835",0,16
"368836",0,7
"368837",0,19
"368838",0,3
"368840",0,1
"368841",0,8
"368849",0,2
"368851",0,2
"368852",0,15
"368854",0,5
"368855",0,6
"368856",0,1
"368857",0,105
"368858",0,104
"368859",0,18
"368860",0,2
"368862",0,7
"368865",0,11
"368901",0,7
"368902",0,3
"368904",0,10
"368905",0,2
"368906",0,3
"368907",0,4
"368909",0,4
"368911",0,2
"368912",0,2
